yy,flag,eez,alb_kg,alb_mt,bet_kg,bet_mt,skj_kg,skj_mt,yft_kg,yft_mt,oth_kg,oth_mt
1993,TW,I8,72281,72.281,1493,1.493,0,0,5172,5.172,0,0
1993,TW,I9,7795,7.795,99,0.099,0,0,454,0.454,0,0
1993,TW,ID,0,0,10202,10.202,0,0,7411,7.411,0,0
1993,TW,NU,122232,122.232,1888,1.888,61,0.061,10909,10.909,0,0
1993,TW,PH,0,0,235000,235,8200,8.200,1690200,1690.200,0,0
1993,TW,PW,0,0,317423,317.423,0,0,292606,292.606,0,0
1993,TW,SB,59760,59.760,4887,4.887,0,0,14867,14.867,0,0
1993,TW,TW,121000,121,587500,587.500,20500,20.500,4225500,4225.500,0,0
1993,TW,VU,2089619,2089.619,31102,31.102,30,0.030,112253,112.253,0,0
1993,TW,WS,190052,190.052,4996,4.996,39,0.039,30582,30.582,0,0
1993,US,AS,0,0,0,0,0,0,1000,1,0,0
1993,US,HW,116277.381,116.277,1306450.098,1306.450,0,0,415804.363,415.804,0,0
1993,US,I5,38273.411,38.273,130268.599,130.269,0,0,67585.556,67.586,0,0
1993,US,I6,285114.619,285.115,673429.717,673.430,0,0,148506.896,148.507,0,0
1993,US,JT,1334.589,1.335,5851.586,5.852,0,0,1103.192,1.103,0,0
1993,WS,WS,213000,213,3000,3,3000,3,81000,81,0,0
1994,AU,AU,396500.454,396.500,132532.438,132.532,5000,5,1257054.488,1257.054,0,0
1994,AU,I7,3499.546,3.500,467.562,0.468,0,0,6945.512,6.946,0,0
1994,CK,CK,15734.282,15.734,6900.127,6.900,0,0,8372.883,8.373,0,0
1994,CK,I7,265.718,0.266,99.873,0.100,0,0,627.117,0.627,0,0
1994,CN,FM,1042,1.042,4018698,4018.698,0,0,2260065,2260.065,0,0
1994,CN,GL,0,0,6483,6.483,0,0,4897,4.897,0,0
1994,CN,I1,0,0,66205,66.205,0,0,45617,45.617,0,0
1994,CN,I4,0,0,774094.039,774.094,0,0,513793.024,513.793,0,0
1994,CN,I5,0,0,774094.039,774.094,0,0,513793.024,513.793,0,0
1994,CN,MH,40,0.040,1526433,1526.433,0,0,1208370,1208.370,0,0
1994,CN,PW,7890,7.890,679993,679.993,0,0,276465,276.465,0,0
1994,FJ,FJ,841321.087,841.321,248454.401,248.454,0,0,623232.781,623.233,0,0
1994,FJ,I7,637.495,0.637,377.723,0.378,0,0,1702.150,1.702,0,0
1994,FJ,VU,41.410,0.041,167.876,0.168,0,0,65.075,0.065,0,0
1994,FM,FM,3000,3,68544.844,68.545,0,0,113188.482,113.188,0,0
1994,FM,I1,0,0,418.256,0.418,0,0,491.565,0.492,0,0
1994,FM,I2,0,0,1691.208,1.691,0,0,2041.885,2.042,0,0
1994,FM,I3,0,0,800.142,0.800,0,0,1096.567,1.097,0,0
1994,FM,MH,0,0,545.551,0.546,0,0,181.501,0.182,0,0
1994,ID,ID,0,0,2798000,2798,0,0,12446000,12446,0,0
1994,JP,AU,1647742.965,1647.743,408514.969,408.515,5148,5.148,1996099.139,1996.099,0,0
1994,JP,FM,46351.078,46.351,2756083.060,2756.083,0,0,3566490.981,3566.491,0,0
1994,JP,GL,7503.057,7.503,2017498.882,2017.499,0,0,2137984.894,2137.985,0,0
1994,JP,I1,320.575,0.321,986375.055,986.375,0,0,962246.344,962.246,0,0
1994,JP,I2,23958.652,23.959,798591.684,798.592,0,0,2373893.249,2373.893,0,0
1994,JP,I3,58633.440,58.633,768460.672,768.461,0,0,1535613.063,1535.613,0,0
1994,JP,I4,79873.751,79.874,4945025.100,4945.025,0,0,4310406.641,4310.407,0,0
1994,JP,I5,38074.417,38.074,5380997.279,5380.997,0,0,2510707.839,2510.708,0,0
1994,JP,I6,9086872.516,9086.873,8394317.990,8394.318,0,0,2544034.542,2544.035,0,0
1994,JP,I7,2073478.957,2073.479,511510.147,511.510,0,0,2765153.035,2765.153,0,0
1994,JP,ID,0,0,5949.937,5.950,0,0,3419.854,3.420,0,0
1994,JP,IW,0,0,7769.005,7.769,0,0,1855.283,1.855,0,0
1994,JP,JP,19178858.457,19178.858,6640324.457,6640.324,81000,81,8227384.310,8227.384,0,0
1994,JP,MH,45068.953,45.069,1856055.917,1856.056,0,0,1464443.863,1464.444,0,0
1994,JP,NC,615120.003,615.120,24870.056,24.870,0,0,190293.920,190.294,0,0
1994,JP,NF,1270.956,1.271,133.147,0.133,0,0,2847.017,2.847,0,0
1994,JP,NZ,5275.961,5.276,58.874,0.059,0,0,0,0,0,0
1994,JP,PG,7476.008,7.476,278811.949,278.812,0,0,421931.898,421.932,0,0
1994,JP,PH,0,0,199.871,0.200,0,0,449.981,0.450,0,0
1994,JP,PW,38.916,0.039,42291.142,42.291,0,0,27637.998,27.638,0,0
1994,JP,SB,901080.989,901.081,342159.898,342.160,0,0,1531105.854,1531.106,0,0
1994,KR,CK,396,0.396,7807,7.807,0,0,6383,6.383,0,0
1994,KR,FM,318,0.318,12209,12.209,0,0,10303,10.303,0,0
1994,KR,GL,2163,2.163,140850,140.850,0,0,129354,129.354,0,0
1994,KR,H4,24264,24.264,47237,47.237,0,0,72440,72.440,0,0
1994,KR,H5,122396,122.396,1105006,1105.006,0,0,422446,422.446,0,0
1994,KR,I2,8005,8.005,42501,42.501,0,0,43620,43.620,0,0
1994,KR,I4,469722,469.722,6208253,6208.253,2231,2.231,2569116.143,2569.116,0,0
1994,KR,I5,469722,469.722,6208253,6208.253,2231,2.231,2569116.143,2569.116,0,0
1994,KR,I9,0,0,0,0,0,0,48,0.048,0,0
1994,KR,IW,15,0.015,32621,32.621,0,0,13492,13.492,0,0
1994,KR,LN,438679,438.679,4461030,4461.030,508,0.508,2524450,2524.450,0,0
1994,KR,PF,39807,39.807,550633,550.633,0,0,185212,185.212,0,0
1994,KR,PX,167913,167.913,1422385,1422.385,30,0.030,995655,995.655,0,0
1994,KR,TV,600,0.600,2215,2.215,0,0,6365,6.365,0,0
1994,MH,MH,0,0,25000,25,0,0,23000,23,0,0
1994,NC,I7,9703.285,9.703,181.056,0.181,0,0,1092.255,1.092,0,0
1994,NC,NC,830296.715,830.297,77818.944,77.819,0,0,435907.745,435.908,0,0
1994,NZ,I7,1724.501,1.725,1202.384,1.202,0,0,177.845,0.178,0,0
1994,NZ,NZ,633275.499,633.275,67797.616,67.798,0,0,31822.155,31.822,0,0
1994,PF,PF,913000,913,165000,165,43000,43,275000,275,0,0
1994,PG,PG,0,0,0,0,0,0,30000,30,0,0
1994,PH,PH,0,0,59000,59,0,0,484000,484,0,0
1994,PW,PW,3000,3,50000,50,0,0,31000,31,0,0
1994,TO,I7,28928.428,28.928,1671.296,1.671,686.821,0.687,3128.136,3.128,0,0
1994,TO,TO,314071.572,314.072,17328.704,17.329,2313.179,2.313,42871.864,42.872,0,0
1994,TW,CK,236765,236.765,12554,12.554,0,0,14750,14.750,0,0
1994,TW,FJ,1490624,1490.624,8154,8.154,0,0,105195,105.195,0,0
1994,TW,FM,0,0,2004626,2004.626,0,0,1110603,1110.603,0,0
1994,TW,H4,454,0.454,0,0,0,0,131,0.131,0,0
1994,TW,I1,0,0,3366022.751,3366.023,0,0,2247033.632,2247.034,0,0
1994,TW,I2,5710,5.710,7020,7.020,0,0,7702,7.702,0,0
1994,TW,I3,0,0,1442581.179,1442.581,0,0,963014.414,963.014,0,0
1994,TW,I4,0,0,365179.504,365.180,21500,21.500,826677.490,826.677,0,0
1994,TW,I5,0,0,364361.504,364.362,21500,21.500,826427.490,826.427,0,0
1994,TW,I6,38000,38,472500,472.500,14400,14.400,2440800,2440.800,0,0
1994,TW,I7,15406079,15406.079,0,0,0,0,0,0,0,0
1994,TW,I8,107853,107.853,2981,2.981,0,0,17176,17.176,0,0
1994,TW,I9,24503,24.503,545,0.545,0,0,896,0.896,0,0
1994,TW,ID,0,0,17895,17.895,0,0,25531,25.531,0,0
1994,TW,MH,0,0,32479,32.479,0,0,17112,17.112,0,0
1994,TW,NU,256997,256.997,8606,8.606,0,0,17571,17.571,0,0
1994,TW,PH,0,0,316488,316.488,9600,9.600,1633196,1633.196,0,0
1994,TW,PW,310,0.310,144135,144.135,0,0,233238,233.238,0,0
1994,TW,SB,182594,182.594,14463,14.463,0,0,26149,26.149,0,0
1994,TW,TW,38000,38,787500,787.500,24000,24,4068000,4068,0,0
1994,TW,VU,909107,909.107,18862,18.862,0,0,115278,115.278,0,0
1994,TW,WS,178314,178.314,4047,4.047,0,0,26519,26.519,0,0
1994,US,AS,1000,1,0,0,0,0,1000,1,0,0
1994,US,HW,216230.424,216.230,1081838.488,1081.838,33547.402,33.547,349589.505,349.590,0,0
1994,US,I5,58663.699,58.664,212316.226,212.316,10674.477,10.674,104230.009,104.230,0,0
1994,US,I6,270653.439,270.653,446656.039,446.656,9778.121,9.778,55889.417,55.889,0,0
1994,US,JT,1452.438,1.452,1124.300,1.124,0,0,66.869,0.067,0,0
1994,US,PY,0,0,49064.964,49.065,0,0,105224.200,105.224,0,0
1994,WS,WS,641000,641,14000,14,8000,8,73000,73,0,0
1995,AU,AU,457000,457,172000,172,15000,15,1313000,1313,0,0
1995,BZ,FM,0,0,35000,35,0,0,19000,19,0,0
1995,CK,CK,23278.791,23.279,12770.776,12.771,0,0,15133.010,15.133,0,0
1995,CK,I7,1721.209,1.721,1229.224,1.229,0,0,866.990,0.867,0,0
1995,CN,FM,9847,9.847,2479620,2479.620,0,0,3008282,3008.282,0,0
1995,CN,GL,0,0,2862,2.862,0,0,4837,4.837,0,0
1995,CN,I1,0,0,10717,10.717,0,0,9662,9.662,0,0
1995,CN,I2,0,0,55,0.055,0,0,245,0.245,0,0
1995,CN,I3,0,0,160,0.160,0,0,150,0.150,0,0
1995,CN,I4,0,0,516042.976,516.043,0,0,698398.942,698.399,0,0
1995,CN,I5,0,0,516042.976,516.043,0,0,698398.942,698.399,0,0
1995,CN,MH,1010,1.010,719061,719.061,0,0,1044435,1044.435,0,0
1995,CN,PW,1625,1.625,499439,499.439,0,0,372591,372.591,0,0
1995,FJ,FJ,702000,702,378000,378,0,0,949000,949,0,0
1995,FM,FM,0,0,48770.245,48.770,0,0,149631.142,149.631,0,0
1995,FM,I2,0,0,1163.351,1.163,0,0,1822.091,1.822,0,0
1995,FM,I3,0,0,1066.405,1.066,0,0,1546.767,1.547,0,0
1995,ID,ID,0,0,2981000,2981,0,0,13263000,13263,0,0
1995,JP,AU,1215991.999,1215.992,378859.062,378.859,11067,11.067,2175927.079,2175.927,0,0
1995,JP,FM,83317.039,83.317,5195333.921,5195.334,0,0,5952462.962,5952.463,0,0
1995,JP,GL,30183.065,30.183,653684.023,653.684,0,0,1201462.989,1201.463,0,0
1995,JP,I1,41528.437,41.528,550761.430,550.761,0,0,924537.178,924.537,0,0
1995,JP,I2,13600.652,13.601,291494.888,291.495,0,0,551110.995,551.111,0,0
1995,JP,I3,75919.323,75.919,1038327.866,1038.328,0,0,2005465.649,2005.466,0,0
1995,JP,I4,182917.263,182.917,3591889.198,3591.889,0,0,2760684.712,2760.685,0,0
1995,JP,I5,164338.057,164.338,3999431.228,3999.431,0,0,2177734.311,2177.734,0,0
1995,JP,I6,7104400.731,7104.401,5123119.178,5123.119,0,0,1965953.826,1965.954,0,0
1995,JP,I7,2781187.433,2781.187,409720.282,409.720,0,0,2244950.218,2244.950,0,0
1995,JP,ID,1539.938,1.540,1849.985,1.850,0,0,1140.104,1.140,0,0
1995,JP,IW,0,0,35614.238,35.614,0,0,5678.914,5.679,0,0
1995,JP,JP,19116227.248,19116.227,5772276,5772.276,111000,111,7760621.068,7760.621,0,0
1995,JP,LN,0,0,1715.939,1.716,0,0,2446.041,2.446,0,0
1995,JP,MH,14456.071,14.456,1322721.971,1322.722,0,0,1704792.103,1704.792,0,0
1995,JP,NC,434888.977,434.889,37209.095,37.209,0,0,308401.143,308.401,0,0
1995,JP,NF,15900.946,15.901,3818.117,3.818,28,0.028,14179.913,14.180,0,0
1995,JP,NR,0,0,0,0,0,0,28.028,0.028,0,0
1995,JP,NZ,1577.018,1.577,0,0,0,0,0,0,0,0
1995,JP,PG,4084.987,4.085,63793.065,63.793,0,0,150851.937,150.852,0,0
1995,JP,PW,3927.972,3.928,77179.103,77.179,0,0,45143.147,45.143,0,0
1995,JP,SB,1412335.961,1412.336,1435597.989,1435.598,0,0,4107485.098,4107.485,0,0
1995,JP,VU,57677.036,57.677,8603.912,8.604,0,0,20942.875,20.943,0,0
1995,KI,GL,0,0,1000,1,0,0,5000,5,0,0
1995,KR,CK,20,0.020,818,0.818,0,0,532,0.532,0,0
1995,KR,FM,40,0.040,1381,1.381,0,0,3740,3.740,0,0
1995,KR,GL,68115,68.115,849564,849.564,56,0.056,571809,571.809,0,0
1995,KR,H4,36093,36.093,185625,185.625,0,0,98755,98.755,0,0
1995,KR,H5,99537,99.537,382417,382.417,0,0,224716,224.716,0,0
1995,KR,I2,56197,56.197,333205,333.205,0,0,115775,115.775,0,0
1995,KR,I3,255,0.255,3314,3.314,0,0,2469,2.469,0,0
1995,KR,I4,744656.012,744.656,6613981.500,6613.982,894.500,0.895,3330094.048,3330.094,0,0
1995,KR,I5,744656.012,744.656,6613981.500,6613.982,894.500,0.895,3330094.048,3330.094,0,0
1995,KR,IW,1213,1.213,33219,33.219,0,0,14932,14.932,0,0
1995,KR,LN,224251,224.251,2047853,2047.853,155,0.155,1112074,1112.074,0,0
1995,KR,PF,98536,98.536,659071,659.071,0,0,125201,125.201,0,0
1995,KR,PX,343250,343.250,1078097,1078.097,0,0,620600,620.600,0,0
1995,KR,SB,32611,32.611,27311,27.311,0,0,36077,36.077,0,0
1995,KR,TV,5570,5.570,19162,19.162,0,0,9132,9.132,0,0
1995,MH,MH,0,0,10000,10,0,0,12000,12,0,0
1995,NC,I7,11126.525,11.127,1445.974,1.446,0,0,20886.788,20.887,0,0
1995,NC,MA,1249.860,1.250,0,0,0,0,143.578,0.144,0,0
1995,NC,NC,319623.614,319.624,101554.026,101.554,0,0,817969.634,817.970,0,0
1995,NZ,I7,622.428,0.622,175.358,0.175,0,0,248.391,0.248,0,0
1995,NZ,NZ,809377.572,809.378,59824.642,59.825,2000,2,93751.609,93.752,0,0
1995,PF,I5,347.902,0.348,160.306,0.160,0,0,69.047,0.069,0,0
1995,PF,I7,28.742,0.029,0,0,0,0,0,0,0,0
1995,PF,PF,771623.357,771.623,181839.694,181.840,10000,10,296930.953,296.931,0,0
1995,PG,PG,6000,6,19000,19,0,0,149000,149,0,0
1995,PH,PH,0,0,59000,59,0,0,484000,484,0,0
1995,SB,SB,24000,24,300000,300,0,0,199000,199,0,0
1995,TO,TO,379000,379,23000,23,0,0,59000,59,0,0
1995,TW,CK,3200,3.200,100,0.100,0,0,0,0,0,0
1995,TW,FJ,1416471,1416.471,22885,22.885,0,0,117345,117.345,0,0
1995,TW,FM,0,0,865737,865.737,0,0,843159,843.159,0,0
1995,TW,GL,0,0,350,0.350,0,0,1770,1.770,0,0
1995,TW,H4,2790,2.790,0,0,0,0,0,0,0,0
1995,TW,H5,37732,37.732,10709,10.709,0,0,4621,4.621,0,0
1995,TW,I1,0,0,3496696,3496.696,0,0,3568942.257,3568.942,0,0
1995,TW,I2,14747,14.747,2032,2.032,0,0,5569,5.569,0,0
1995,TW,I3,0,0,1498584,1498.584,0,0,1529546.682,1529.547,0,0
1995,TW,I4,0,0,271827,271.827,78500,78.500,747742.509,747.743,0,0
1995,TW,I5,0,0,268817,268.817,78500,78.500,746387.509,746.388,0,0
1995,TW,I6,11222708.031,11222.708,376500,376.500,26100,26.100,2895000,2895,0,0
1995,TW,I7,4795589.156,4795.589,0,0,0,0,0,0,0,0
1995,TW,I8,240255,240.255,4097,4.097,0,0,26402,26.402,0,0
1995,TW,ID,0,0,7227,7.227,0,0,10838,10.838,0,0
1995,TW,MH,0,0,27657,27.657,0,0,55544,55.544,0,0
1995,TW,NU,53646,53.646,1618,1.618,0,0,6433,6.433,0,0
1995,TW,PG,0,0,47892,47.892,0,0,6513,6.513,0,0
1995,TW,PH,0,0,252077,252.077,17400,17.400,1930283,1930.283,0,0
1995,TW,PW,0,0,85608,85.608,0,0,105060,105.060,0,0
1995,TW,SB,127017,127.017,8099,8.099,0,0,18567,18.567,0,0
1995,TW,TW,33000,33,627500,627.500,43500,43.500,4825000,4825,0,0
1995,TW,VU,793645,793.645,20778,20.778,0,0,55617,55.617,0,0
1995,TW,WS,8200,8.200,210,0.210,0,0,660,0.660,0,0
1995,US,AS,27000,27,1000,1,0,0,2000,2,0,0
1995,US,HW,383068.424,383.068,1163633.619,1163.634,58186.236,58.186,672409.463,672.409,0,0
1995,US,I5,181610.847,181.611,418175.053,418.175,25999.746,26,166206.144,166.206,0,0
1995,US,I6,315465.614,315.466,444340.443,444.340,17812.545,17.813,210187.996,210.188,0,0
1995,US,JT,7804.170,7.804,12240.957,12.241,381.928,0.382,2934.226,2.934,0,0
1995,US,PY,50.936,0.051,16609.928,16.610,619.545,0.620,21262.182,21.262,0,0
1995,VU,SB,70012.134,70.012,14172.304,14.172,0,0,30818.482,30.818,0,0
1995,VU,VU,38987.866,38.988,5827.696,5.828,0,0,16181.518,16.182,0,0
1995,WS,WS,1883000,1883,40000,40,12000,12,216000,216,0,0
1996,AU,AU,407958.768,407.959,292395.632,292.396,11000,11,1659074.235,1659.074,0,0
1996,AU,I7,41.232,0.041,604.368,0.604,0,0,925.765,0.926,0,0
1996,BZ,FM,0,0,37205.723,37.206,0,0,65717.869,65.718,0,0
1996,BZ,I2,0,0,11794.277,11.794,0,0,14282.131,14.282,0,0
1996,CK,CK,5000,5,3000,3,0,0,8000,8,0,0
1996,CN,FM,2005,2.005,1541842,1541.842,0,0,933885,933.885,0,0
1996,CN,GL,0,0,225,0.225,0,0,1130,1.130,0,0
1996,CN,I1,7511,7.511,111344,111.344,0,0,93138,93.138,0,0
1996,CN,I2,0,0,5335,5.335,0,0,5515,5.515,0,0
1996,CN,I3,0,0,1041,1.041,0,0,1606,1.606,0,0
1996,CN,I4,0,0,468414.984,468.415,0,0,406277.986,406.278,0,0
1996,CN,I5,0,0,468414.984,468.415,0,0,406277.986,406.278,0,0
1996,CN,MH,1020,1.020,338060,338.060,0,0,739041,739.041,0,0
1996,CN,PW,217,0.217,326323,326.323,0,0,170129,170.129,0,0
1996,FJ,FJ,1443909.576,1443.910,590119.165,590.119,0,0,1372244.387,1372.244,0,0
1996,FJ,I7,61.889,0.062,194.913,0.195,0,0,1870.617,1.871,0,0
1996,FJ,SB,790.673,0.791,2568.971,2.569,0,0,1381.380,1.381,0,0
1996,FJ,VU,1237.848,1.238,116.951,0.117,0,0,503.630,0.504,0,0
1996,FM,FM,0,0,70843.544,70.844,0,0,139556.792,139.557,0,0
1996,FM,I1,0,0,3644.374,3.644,0,0,879.402,0.879,0,0
1996,FM,I2,0,0,4319.258,4.319,0,0,11483.860,11.484,0,0
1996,FM,MH,0,0,192.824,0.193,0,0,79.946,0.080,0,0
1996,ID,ID,0,0,4627000,4627,0,0,20583000,20583,0,0
1996,JP,AU,486480.078,486.480,407381.048,407.381,8884,8.884,1535814.056,1535.814,0,0
1996,JP,FM,84628.075,84.628,4194844.900,4194.845,0,0,3665934.958,3665.935,0,0
1996,JP,GL,20929.986,20.930,422521.974,422.522,0,0,3159084.037,3159.084,0,0
1996,JP,H5,4150.394,4.150,17218.898,17.219,0,0,78035.267,78.035,0,0
1996,JP,I1,22824.421,22.824,431632.318,431.632,0,0,250829.159,250.829,0,0
1996,JP,I2,2039.798,2.040,124835.150,124.835,0,0,588504.315,588.504,0,0
1996,JP,I3,628805.367,628.805,379778.903,379.779,0,0,618175.717,618.176,0,0
1996,JP,I4,130555.714,130.556,5196724.268,5196.724,0,0,7466775.887,7466.776,0,0
1996,JP,I5,34662.126,34.662,2946486.372,2946.486,0,0,1317573.282,1317.573,0,0
1996,JP,I6,8960768.622,8960.769,4267837.380,4267.837,0,0,921854.724,921.855,0,0
1996,JP,I7,3126965.465,3126.965,743869.491,743.869,0,0,2293798.267,2293.798,0,0
1996,JP,ID,0,0,10422.922,10.423,0,0,10586.926,10.587,0,0
1996,JP,JP,20274879.026,20274.879,6411873.068,6411.873,70000,70,6585959.453,6585.959,0,0
1996,JP,MH,46084.933,46.085,583410.018,583.410,0,0,426348.078,426.348,0,0
1996,JP,NC,98083.930,98.084,15397.986,15.398,45,0.045,112738.037,112.738,0,0
1996,JP,NF,748.952,0.749,86.995,0.087,0,0,0,0,0,0
1996,JP,NR,0,0,455.021,0.455,0,0,2718.120,2.718,0,0
1996,JP,PW,402.026,0.402,101591.043,101.591,0,0,63425.104,63.425,0,0
1996,JP,PX,3822.934,3.823,19808.924,19.809,0,0,40712.976,40.713,0,0
1996,JP,SB,342844.948,342.845,437288.055,437.288,0,0,885855.887,885.856,0,0
1996,JP,VU,55323.049,55.323,17535.057,17.535,0,0,48275.985,48.276,0,0
1996,KI,GL,0,0,0,0,0,0,0,0,0,0
1996,KR,CK,255,0.255,897,0.897,0,0,1488,1.488,0,0
1996,KR,GL,28431,28.431,142783,142.783,0,0,388424,388.424,0,0
1996,KR,H4,16531,16.531,40062,40.062,0,0,93524,93.524,0,0
1996,KR,H5,27708,27.708,130329,130.329,0,0,183005,183.005,0,0
1996,KR,I2,32264,32.264,38557,38.557,0,0,88582,88.582,0,0
1996,KR,I3,1316,1.316,1086,1.086,0,0,2739,2.739,0,0
1996,KR,I4,98095.490,98.095,4824922,4824.922,960,0.960,3774094.062,3774.094,0,0
1996,KR,I5,98095.490,98.095,4824922,4824.922,960,0.960,3774094.062,3774.094,0,0
1996,KR,I6,465530,465.530,0,0,0,0,0,0,0,0
1996,KR,I8,2852,2.852,304,0.304,0,0,1336,1.336,0,0
1996,KR,IW,24,0.024,25672,25.672,0,0,11532,11.532,0,0
1996,KR,LN,78205,78.205,1723653,1723.653,0,0,1770932,1770.932,0,0
1996,KR,PF,107673,107.673,548505,548.505,0,0,469914,469.914,0,0
1996,KR,PX,112700,112.700,393402,393.402,0,0,835829,835.829,0,0
1996,KR,SB,877012,877.012,307783,307.783,80,0.080,1075737,1075.737,0,0
1996,KR,TV,1308,1.308,3123,3.123,0,0,6770,6.770,0,0
1996,NC,I7,85492.002,85.492,24150.902,24.151,0,0,99481.486,99.481,0,0
1996,NC,NC,328507.998,328.508,208849.098,208.849,0,0,454518.514,454.519,0,0
1996,NZ,I7,35755.675,35.756,727.634,0.728,23.292,0.023,8974.369,8.974,0,0
1996,NZ,NZ,1043244.325,1043.244,85272.366,85.272,2976.708,2.977,132025.631,132.026,0,0
1996,PF,I5,34.995,0.035,0,0,0,0,0,0,0,0
1996,PF,I7,1113.577,1.114,0,0,0,0,114.806,0.115,0,0
1996,PF,PF,1461851.428,1461.851,184000,184,26000,26,379885.194,379.885,0,0
1996,PG,PG,38000,38,13000,13,0,0,184000,184,0,0
1996,PH,PH,0,0,59000,59,0,0,484000,484,0,0
1996,SB,I2,412.749,0.413,507.905,0.508,0,0,729.203,0.729,0,0
1996,SB,SB,99587.251,99.587,402492.095,402.492,0,0,532270.797,532.271,0,0
1996,TO,TO,431000,431,60000,60,0,0,88000,88,0,0
1996,TW,FJ,1048615,1048.615,16932,16.932,0,0,115297,115.297,0,0
1996,TW,FM,1792,1.792,180734,180.734,0,0,220520,220.520,0,0
1996,TW,GL,0,0,1547,1.547,0,0,4736,4.736,0,0
1996,TW,H4,15891,15.891,4622,4.622,0,0,1857,1.857,0,0
1996,TW,H5,22300,22.300,7185,7.185,0,0,8587,8.587,0,0
1996,TW,I1,0,0,2597249.200,2597.249,0,0,4090319.750,4090.320,0,0
1996,TW,I2,18028,18.028,17802,17.802,0,0,23954,23.954,0,0
1996,TW,I3,0,0,1113106.800,1113.107,0,0,1752994.179,1752.994,0,0
1996,TW,I4,1250,1.250,135127.497,135.127,59000,59,403484.505,403.485,0,0
1996,TW,I5,0,0,108547.497,108.547,59000,59,388484.505,388.485,0,0
1996,TW,I6,8798387.500,8798.388,476100,476.100,1072500,1072.500,3109200,3109.200,0,0
1996,TW,I7,5834591.666,5834.592,0,0,0,0,0,0,0,0
1996,TW,I8,135907,135.907,1966,1.966,0,0,15200,15.200,0,0
1996,TW,I9,9329,9.329,430,0.430,0,0,1047,1.047,0,0
1996,TW,ID,0,0,9978,9.978,0,0,8810,8.810,0,0
1996,TW,MH,1160,1.160,321088,321.088,0,0,829568,829.568,0,0
1996,TW,NU,10542,10.542,205,0.205,0,0,468,0.468,0,0
1996,TW,PG,0,0,8255,8.255,0,0,2408,2.408,0,0
1996,TW,PH,0,0,330736,330.736,715000,715,2083208,2083.208,0,0
1996,TW,PW,0,0,194934,194.934,0,0,146085,146.085,0,0
1996,TW,SB,0,0,0,0,0,0,0,0,0,0
1996,TW,TW,46500,46.500,793500,793.500,1787500,1787.500,5182000,5182,0,0
1996,TW,VU,741909,741.909,22955,22.955,0,0,105712,105.712,0,0
1996,TW,WS,1000,1,0,0,0,0,60,0.060,0,0
1996,US,AS,85808.694,85.809,3938.317,3.938,0,0,11887.797,11.888,0,0
1996,US,CK,191.306,0.191,61.683,0.062,0,0,112.203,0.112,0,0
1996,US,HW,583720.878,583.721,1133925.380,1133.925,18376.934,18.377,465798.088,465.798,0,0
1996,US,I5,203949.710,203.950,416404.791,416.405,17635.877,17.636,183432.997,183.433,0,0
1996,US,I6,372913.188,372.913,227065.029,227.065,3251.554,3.252,129358.962,129.359,0,0
1996,US,JT,27416.224,27.416,3324.612,3.325,648.751,0.649,2752.556,2.753,0,0
1996,US,PY,0,0,15280.170,15.280,1086.885,1.087,34657.389,34.657,0,0
1996,VU,GL,3354.267,3.354,9144.827,9.145,0,0,68563.009,68.563,0,0
1996,VU,I2,7020.996,7.021,8269.626,8.270,0,0,26517.158,26.517,0,0
1996,VU,I8,1346.208,1.346,43.210,0.043,0,0,317.585,0.318,0,0
1996,VU,SB,140301.078,140.301,40762.046,40.762,0,0,125951.960,125.952,0,0
1996,VU,VU,39977.451,39.977,8780.291,8.780,0,0,54650.288,54.650,0,0
1996,WS,WS,1775000,1775,27000,27,0,0,573000,573,0,0
1997,AU,AU,248627.910,248.628,779755.730,779.756,7996.935,7.997,1659977.726,1659.978,0,0
1997,AU,I7,9372.090,9.372,28244.270,28.244,3.065,0.003,20022.274,20.022,0,0
1997,BZ,FM,0,0,18640.791,18.641,0,0,46697.758,46.698,0,0
1997,BZ,I2,0,0,2359.209,2.359,0,0,9302.242,9.302,0,0
1997,CK,CK,0,0,0,0,0,0,0,0,0,0
1997,CN,FM,8135,8.135,919752,919.752,0,0,608355,608.355,0,0
1997,CN,GL,0,0,560,0.560,0,0,250,0.250,0,0
1997,CN,I1,147,0.147,10283,10.283,0,0,3197,3.197,0,0
1997,CN,I2,1370,1.370,11040,11.040,0,0,7815,7.815,0,0
1997,CN,I3,0,0,630,0.630,0,0,440,0.440,0,0
1997,CN,I4,0,0,308021,308.021,0,0,182140.993,182.141,0,0
1997,CN,I5,0,0,308021,308.021,0,0,182140.993,182.141,0,0
1997,CN,MH,300,0.300,526350,526.350,0,0,352486,352.486,0,0
1997,CN,PW,888,0.888,158343,158.343,0,0,82175,82.175,0,0
1997,FJ,FJ,1803707.952,1803.708,403883.504,403.884,5000,5,967026.844,967.027,0,0
1997,FJ,I7,31087.563,31.088,1703.195,1.703,0,0,2079.292,2.079,0,0
1997,FJ,I8,5842.069,5.842,3119.643,3.120,0,0,318.412,0.318,0,0
1997,FJ,MA,1017.097,1.017,207.285,0.207,0,0,95.904,0.096,0,0
1997,FJ,VU,345.320,0.345,86.369,0.086,0,0,479.539,0.480,0,0
1997,FM,FM,461.825,0.462,175073.381,175.073,0,0,252663.555,252.664,0,0
1997,FM,I2,167.598,0.168,9708.944,9.709,0,0,14075.567,14.076,0,0
